"cell","ttype","ttype_sub","layer"
"SM-GE8ZI_S131_E1-50","Lamp5","Lamp5 Lsp1","1"
"SM-GE8ZI_S129_E1-50","Lamp5","Lamp5 Plch2 Dock5","1"
"SM-GE8ZI_S145_E1-50","Lamp5","Lamp5 Krt73","1"
"SM-GE8ZI_S139_E1-50","Sst","Sst Crhr2 Efemp1","6"
"SM-GE8ZI_S146_E1-50","Sst","Sst Hpse Cbln4","5"
"SM-GE8ZI_S147_E1-50","Sst","Sst Calb2 Pdlim5","4"
"SM-GE8ZI_S149_E1-50","Sst","Sst Calb2 Pdlim5","2/3"
"SM-GE8ZI_S143_E1-50","Sst","Sst Rxfp1 Prdm8","5"
"SM-GE8ZI_S140_E1-50","Sst","Sst Calb2 Pdlim5","5"
"SM-GE8ZI_S136_E1-50","Vip","Vip Ptprt Pkp2","5"
"SM-GE8ZI_S137_E1-50","Vip","Vip Rspo4 Rxfp1 Chat","2/3"
"SM-GE8ZI_S155_E1-50","Sst","Sst Hpse Sema3c","4"
"SM-GE8ZI_S156_E1-50","Sst","Sst Tac2 Myh4","6"
"SM-GE8ZI_S157_E1-50","Sst","Sst Esm1","6"
"SM-GE8ZI_S151_E1-50","Sst","Sst Calb2 Necab1","5"
"SM-GE8ZI_S158_E1-50","Sst","Sst Hpse Cbln4","5"
"SM-GE8ZI_S152_E1-50","Sst","Sst Myh8 Etv1 ","5"
"SM-GE8ZI_S163_E1-50","Sst","Sst Myh8 Etv1 ","4"
"SM-GE8ZI_S164_E1-50","Sst","Sst Hpse Cbln4","5"
"SM-GE8ZI_S159_E1-50","Pvalb","Pvalb Gabrg1","5"
"SM-GE8ZI_S180_E1-50","Pvalb","Pvalb Sema3e Kank4","5"
"SM-GE8ZI_S175_E1-50","Lamp5","Lamp5 Lsp1","1"
"SM-GE8ZI_S166_E1-50","Pvalb","Pvalb Reln Itm2a","5"
"SM-GE8ZI_S186_E1-50","Vip","Vip Crispld2 Kcne4","2/3"
"SM-GE8ZI_S176_E1-50","Sst","Sst Calb2 Necab1","2/3"
"SM-GE8ZI_S183_E1-50","Sst","Sst Hpse Cbln4","6"
"SM-GE8ZI_S189_E1-50","Pvalb","Pvalb Th Sst","6"
"SM-GE8ZI_S168_E1-50","Sst","Sst Rxfp1 Eya1","6"
"SM-GE8ZI_S187_E1-50","Sst","Sst Hpse Cbln4","5"
"SM-GE8ZI_S178_E1-50","Sst","Sst Calb2 Pdlim5","2/3"
"SM-GE8ZI_S190_E1-50","Sst","Sst Calb2 Pdlim5","2/3"
"SM-GE8ZI_S170_E1-50","Sst","Sst Tac1 Tacr3","2/3"
"SM-GE67R_S003_E1-50","Lamp5","Lamp5 Plch2 Dock5","2/3"
"SM-GE67R_S008_E1-50","Lamp5","Lamp5 Ntn1 Npy2r","1"
"SM-GE67R_S004_E1-50","Lamp5","Lamp5 Ntn1 Npy2r","2/3"
"SM-GE67R_S009_E1-50","Lamp5","Lamp5 Fam19a1 Tmem182","1"
"SM-GE67R_S012_E1-50","Lamp5","Lamp5 Ntn1 Npy2r","1"
"SM-GE67R_S007_E1-50","Lamp5","Lamp5 Lsp1","1"
"SM-GE67R_S010_E1-50","Lamp5","Lamp5 Lsp1","4"
"SM-GE67R_S011_E1-50","Vip","Vip Chat Htr1f","2/3"
"SM-GE67R_S002_E1-50","Vip","Vip Rspo4 Rxfp1 Chat","2/3"
"SM-GE67R_S013_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GE67R_S022_E1-50","Lamp5","Lamp5 Ntn1 Npy2r","2/3"
"SM-GE67R_S030_E1-50","Pvalb","Pvalb Reln Itm2a","5"
"SM-GE67R_S027_E1-50","Sst","Sst Rxfp1 Prdm8","5"
"SM-GE67R_S014_E1-50","Pvalb","Pvalb Sema3e Kank4","6"
"SM-GE67R_S024_E1-50","Lamp5","Lamp5 Plch2 Dock5","1"
"SM-GE67R_S016_E1-50","Lamp5","Lamp5 Lsp1","6"
"SM-GE67R_S032_E1-50","Vip","Vip Rspo1 Itga4","2/3"
"SM-GE67R_S029_E1-50","Vip","Vip Pygm C1ql1","2/3"
"SM-GE67R_S018_E1-50","Sst","Sst Rxfp1 Prdm8","6"
"SM-GE67R_S019_E1-50","Lamp5","Lamp5 Lsp1","5"
"SM-GE67R_S035_E1-50","Pvalb","Pvalb Reln Itm2a","2/3"
"SM-GE67R_S037_E1-50","Lamp5","Lamp5 Lsp1","1"
"SM-GE67R_S038_E1-50","Lamp5","Lamp5 Lsp1","2/3"
"SM-GE67R_S033_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GE67R_S042_E1-50","Sst","Sst Tac1 Htr1d","2/3"
"SM-GE67R_S048_E1-50","Pvalb","Pvalb Calb1 Sst","6"
"SM-GE67S_S097_E1-50","Lamp5","Lamp5 Ntn1 Npy2r","1"
"SM-GE67S_S098_E1-50","Serpinf1","Serpinf1 Aqp5 Vip","2/3"
"SM-GE67S_S099_E1-50","Vip","Vip Lmo1 Myl1","2/3"
"SM-GE67S_S100_E1-50","Vip","Vip Igfbp4 Mab21l1","6"
"SM-GE67R_S044_E1-50","Lamp5","Lamp5 Plch2 Dock5","2/3"
"SM-GE67S_S111_E1-50","Sst","Sst Chodl","5"
"SM-GE67S_S103_E1-50","Sst","Sst Nr2f2 Necab1","5"
"SM-GE67S_S115_E1-50","Sst","Sst Tac1 Tacr3","6"
"SM-GE67S_S104_E1-50","Sst","Sst Crhr2 Efemp1","5"
"SM-GE67S_S113_E1-50","Sst","Sst Chodl","2/3"
"SM-GE67S_S114_E1-50","Sst","Sst Tac1 Tacr3","5"
"SM-GE67S_S108_E1-50","Sst","Sst Hpse Cbln4","4"
"SM-GE67S_S116_E1-50","Vip","Vip Ptprt Pkp2","2/3"
"SM-GE67S_S106_E1-50","Sst","Sst Chodl","6"
"SM-GE67S_S123_E1-50","Sst","Sst Esm1","6"
"SM-GE67S_S118_E1-50","Sst","Sst Mme Fam114a1","2/3"
"SM-GE67S_S119_E1-50","Lamp5","Lamp5 Lsp1","2/3"
"SM-GE67S_S120_E1-50","Lamp5","Lamp5 Plch2 Dock5","2/3"
"SM-GE67S_S141_E1-50","Sst","Sst Hpse Cbln4","5"
"SM-GE67S_S131_E1-50","Sst","Sst Esm1","5"
"SM-GE67S_S138_E1-50","Sst","Sst Rxfp1 Prdm8","6"
"SM-GE67S_S140_E1-50","Sst","Sst Hpse Cbln4","5"
"SM-GE67G_S097_E1-50","Sst","Sst Chrna2 Ptgdr","5"
"SM-GE67S_S143_E1-50","Vip","Vip Ptprt Pkp2","2/3"
"SM-GE67G_S102_E1-50","Vip","Vip Ptprt Pkp2","2/3"
"SM-GE67G_S100_E1-50","Vip","Vip Ptprt Pkp2","5"
"SM-GE67G_S103_E1-50","Lamp5","Lamp5 Ntn1 Npy2r","2/3"
"SM-GE67G_S116_E1-50","Sst","Sst Hpse Cbln4","5"
"SM-GE67G_S122_E1-50","Sst","Sst Chodl","5"
"SM-GE67G_S124_E1-50","Sst","Sst Chrna2 Glra3","5"
"SM-GE67G_S120_E1-50","Vip","Vip Rspo4 Rxfp1 Chat","4"
"SM-GE67K_S097_E1-50","Sst","Sst Myh8 Etv1 ","5"
"SM-GE67K_S101_E1-50","Sst","Sst Tac2 Tacstd2","5"
"SM-GE67K_S102_E1-50","Sst","Sst Rxfp1 Eya1","6"
"SM-GE67K_S117_E1-50","Serpinf1","Serpinf1 Clrn1","6"
"SM-GE67K_S104_E1-50","Vip","Vip Crispld2 Kcne4","2/3"
"SM-GE67K_S111_E1-50","Vip","Vip Ptprt Pkp2","2/3"
"SM-GE67K_S115_E1-50","Sst","Sst Tac2 Tacstd2","6"
"SM-GE67K_S122_E1-50","Sst","Sst Tac2 Tacstd2","5"
"SM-GE67K_S125_E1-50","Sst","Sst Rxfp1 Eya1","6"
"SM-GE67K_S133_E1-50","Sst","Sst Tac1 Tacr3","5"
"SM-GE67K_S141_E1-50","Lamp5","Lamp5 Lsp1","2/3"
"SM-GE67K_S126_E1-50","Vip","Vip Ptprt Pkp2","2/3"
"SM-GE67K_S142_E1-50","Sst","Sst Calb2 Pdlim5","2/3"
"SM-GE67K_S127_E1-50","Vip","Vip Ptprt Pkp2","4"
"SM-GE67K_S135_E1-50","Vip","Vip Ptprt Pkp2","2/3"
"SM-GE67K_S143_E1-50","Sst","Sst Calb2 Pdlim5","5"
"SM-GE67K_S128_E1-50","Vip","Vip Ptprt Pkp2","4"
"SM-GE67K_S144_E1-50","Lamp5","Lamp5 Plch2 Dock5","2/3"
"SM-GE67K_S129_E1-50","Vip","Vip Ptprt Pkp2","2/3"
"SM-GE67B_S146_E1-50","Pvalb","Pvalb Vipr2","2/3"
"SM-GE67B_S167_E1-50","Sst","Sst Calb2 Pdlim5","5"
"SM-GE67B_S147_E1-50","Sst","Sst Hpse Cbln4","5"
"SM-GE67B_S168_E1-50","Sst","Sst Tac1 Htr1d","2/3"
"SM-GE67B_S162_E1-50","Sst","Sst Hpse Cbln4","5"
"SM-GE67B_S164_E1-50","Vip","Vip Rspo4 Rxfp1 Chat","2/3"
"SM-GE67B_S159_E1-50","Vip","Vip Ptprt Pkp2","2/3"
"SM-GE67D_S062_E1-50","Pvalb","Pvalb Calb1 Sst","6"
"SM-GE67D_S088_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GE67D_S091_E1-50","Pvalb","Pvalb Gpr149 Islr","5"
"SM-GE91Q_S005_E1-50","Sst","Sst Calb2 Pdlim5","2/3"
"SM-GE91Q_S006_E1-50","Sst","Sst Calb2 Necab1","5"
"SM-GE91Q_S008_E1-50","Vip","Vip Lmo1 Myl1","2/3"
"SM-GE91I_S024_E1-50","Lamp5","Lamp5 Plch2 Dock5","2/3"
"SM-GE91I_S025_E1-50","Vip","Vip Lect1 Oxtr","2/3"
"SM-GE91Q_S009_E1-50","Sst","Sst Rxfp1 Prdm8","5"
"SM-GE91I_S020_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GE91Q_S002_E1-50","Lamp5","Lamp5 Lsp1","2/3"
"SM-GE91Q_S003_E1-50","Vip","Vip Crispld2 Kcne4","2/3"
"SM-GE91Q_S033_E1-50","Sst","Sst Rxfp1 Eya1","5"
"SM-GE91Q_S024_E1-50","Sst","Sst Calb2 Pdlim5","5"
"SM-GE91Q_S034_E1-50","Sst","Sst Rxfp1 Eya1","6"
"SM-GE91Q_S052_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GE91Q_S047_E1-50","Pvalb","Pvalb Reln Itm2a","2/3"
"SM-GE91Q_S044_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GE91Q_S048_E1-50","Sst","Sst Hpse Cbln4","4"
"SM-GE91Q_S049_E1-50","Sst","Sst Tac1 Tacr3","2/3"
"SM-GE91Q_S041_E1-50","Sst","Sst Hpse Cbln4","4"
"SM-GE91Q_S050_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GE91Q_S056_E1-50","Pvalb","Pvalb Reln Itm2a","4"
"SM-GE91Q_S065_E1-50","Sst","Sst Tac2 Tacstd2","4"
"SM-GE91I_S044_E1-50","Sst","Sst Esm1","5"
"SM-GE91I_S051_E1-50","Lamp5","Lamp5 Plch2 Dock5","1"
"SM-GE91I_S047_E1-50","Lamp5","Lamp5 Plch2 Dock5","1"
"SM-GE91I_S062_E1-50","Sst","Sst Calb2 Pdlim5","5"
"SM-GE91I_S058_E1-50","Sst","Sst Calb2 Pdlim5","5"
"SM-GE91I_S085_E1-50","Sst","Sst Esm1","5"
"SM-GE91I_S082_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GE91I_S064_E1-50","Sst","Sst Mme Fam114a1","4"
"SM-GE91I_S083_E1-50","Lamp5","Lamp5 Plch2 Dock5","1"
"SM-GE91I_S066_E1-50","Lamp5","Lamp5 Plch2 Dock5","1"
"SM-GE91I_S060_E1-50","Lamp5","Lamp5 Lsp1","1"
"SM-GE91I_S072_E1-50","Lamp5","Lamp5 Ntn1 Npy2r","4"
"SM-GE91I_S067_E1-50","Lamp5","Lamp5 Plch2 Dock5","2/3"
"SM-GE91I_S061_E1-50","Lamp5","Lamp5 Fam19a1 Tmem182","1"
"SM-GE91I_S094_E1-50","Sst","Sst Myh8 Etv1 ","5"
"SM-GE918_S015_E1-50","Pvalb","Pvalb Sema3e Kank4","5"
"SM-GE918_S019_E1-50","Sst","Sst Tac1 Htr1d","2/3"
"SM-GE91I_S093_E1-50","Vip","Vip Chat Htr1f","2/3"
"SM-GE918_S008_E1-50","Vip","Vip Crispld2 Htr2c","2/3"
"SM-GE918_S014_E1-50","Vip","Vip Pygm C1ql1","2/3"
"SM-GE918_S023_E1-50","Lamp5","Lamp5 Ntn1 Npy2r","1"
"SM-GE918_S035_E1-50","Sst","Sst Mme Fam114a1","6"
"SM-GE918_S041_E1-50","Sst","Sst Crhr2 Efemp1","5"
"SM-GE918_S024_E1-50","Sst","Sst Nr2f2 Necab1","5"
"SM-GE918_S036_E1-50","Pvalb","Pvalb Gabrg1","6"
"SM-GE918_S048_E1-50","Sst","Sst Calb2 Pdlim5","4"
"SM-GE918_S037_E1-50","Sst","Sst Hpse Cbln4","5"
"SM-GE918_S049_E1-50","Sst","Sst Crhr2 Efemp1","6"
"SM-GE918_S038_E1-50","Sst","Sst Crh 4930553C11Rik ","6"
"SM-GE918_S045_E1-50","Sst","Sst Tac2 Tacstd2","5"
"SM-GE918_S060_E1-50","Lamp5","Lamp5 Plch2 Dock5","1"
"SM-GE918_S051_E1-50","Lamp5","Lamp5 Plch2 Dock5","2/3"
"SM-GE918_S052_E1-50","Lamp5","Lamp5 Lsp1","1"
"SM-GE918_S062_E1-50","Sst","Sst Chodl","6"
"SM-GE918_S064_E1-50","Sst","Sst Chodl","6"
"SM-GE918_S054_E1-50","Pvalb","Pvalb Tpbg","5"
"SM-GE918_S057_E1-50","Sst","Sst Tac1 Htr1d","2/3"
"SM-GE918_S059_E1-50","Pvalb","Pvalb Reln Itm2a","5"
"SM-GE918_S079_E1-50","Pvalb","Pvalb Reln Itm2a","5"
"SM-GE918_S073_E1-50","Pvalb","Pvalb Reln Itm2a","2/3"
"SM-GE918_S072_E1-50","Pvalb","Pvalb Reln Itm2a","4"
"SM-GE918_S074_E1-50","Pvalb","Pvalb Reln Tac1","4"
"SM-GE918_S081_E1-50","Sst","Sst Chodl","6"
"SM-GE918_S082_E1-50","Sst","Sst Chodl","6"
"SM-GE918_S088_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GE918_S084_E1-50","Sst","Sst Chodl","5"
"SM-GE8ZX_S126_E1-50","Lamp5","Lamp5 Plch2 Dock5","1"
"SM-GE8ZX_S121_E1-50","Lamp5","Lamp5 Plch2 Dock5","1"
"SM-GE918_S093_E1-50","Lamp5","Lamp5 Ntn1 Npy2r","2/3"
"SM-GE8ZX_S123_E1-50","Sst","Sst Rxfp1 Eya1","6"
"SM-GE8ZX_S124_E1-50","Sst","Sst Hpse Cbln4","5"
"SM-GE8ZX_S136_E1-50","Vip","Vip Crispld2 Kcne4","2/3"
"SM-GE8ZX_S140_E1-50","Pvalb","Pvalb Sema3e Kank4","6"
"SM-GE8ZX_S141_E1-50","Pvalb","Pvalb Sema3e Kank4","6"
"SM-GE8ZX_S142_E1-50","Pvalb","Pvalb Tpbg","5"
"SM-GE8ZX_S149_E1-50","Sncg","Sncg Vip Itih5","2/3"
"SM-GE8ZX_S160_E1-50","Pvalb","Pvalb Reln Tac1","6"
"SM-GE8ZX_S150_E1-50","Lamp5","Lamp5 Lsp1","2/3"
"SM-GE8ZX_S162_E1-50","Lamp5","Lamp5 Ntn1 Npy2r","1"
"SM-GE8ZX_S169_E1-50","Sst","Sst Hpse Cbln4","2/3"
"SM-GE8ZX_S170_E1-50","Sst","Sst Hpse Cbln4","5"
"SM-GE8ZX_S182_E1-50","Sst","Sst Hpse Sema3c","5"
"SM-GE8ZX_S191_E1-50","Sst","Sst Tac2 Tacstd2","5"
"SM-GE8ZX_S192_E1-50","Sst","Sst Esm1","5"
"SM-GE93P_S029_E1-50","Sst","Sst Tac2 Tacstd2","5"
"SM-GE93P_S022_E1-50","Sst","Sst Myh8 Etv1 ","5"
"SM-GE93P_S035_E1-50","Sst","Sst Nr2f2 Necab1","5"
"SM-GE93P_S030_E1-50","Sncg","Sncg Gpr50","2/3"
"SM-GE93P_S023_E1-50","Vip","Vip Lmo1 Myl1","2/3"
"SM-GE93P_S033_E1-50","Sst","Sst Esm1","5"
"SM-GE93P_S025_E1-50","Lamp5","Lamp5 Plch2 Dock5","4"
"SM-GE93P_S034_E1-50","Pvalb","Pvalb Reln Itm2a","5"
"SM-GE93P_S040_E1-50","Lamp5","Lamp5 Plch2 Dock5","2/3"
"SM-GE93P_S027_E1-50","Sst","Sst Myh8 Etv1 ","6"
"SM-GE93P_S028_E1-50","Sst","Sst Mme Fam114a1","5"
"SM-GE93P_S041_E1-50","Lamp5","Lamp5 Plch2 Dock5","2/3"
"SM-GE93P_S044_E1-50","Sst","Sst Crhr2 Efemp1","5"
"SM-GE93P_S048_E1-50","Sst","Sst Chrna2 Glra3","6"
"SM-GE93P_S057_E1-50","Sst","Sst Crhr2 Efemp1","6"
"SM-GE93P_S065_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GE93P_S058_E1-50","Sncg","Sncg Gpr50","2/3"
"SM-GE93P_S053_E1-50","Lamp5","Lamp5 Plch2 Dock5","1"
"SM-GE93P_S059_E1-50","Pvalb","Pvalb Tpbg","5"
"SM-GE93P_S060_E1-50","Sst","Sst Calb2 Pdlim5","4"
"SM-GE93P_S083_E1-50","Sst","Sst Calb2 Pdlim5","2/3"
"SM-GE93P_S071_E1-50","Sst","Sst Hpse Sema3c","5"
"SM-GE93P_S085_E1-50","Pvalb","Pvalb Reln Itm2a","5"
"SM-GE93P_S090_E1-50","Pvalb","Pvalb Reln Tac1","4"
"SM-GE93P_S091_E1-50","Pvalb","Pvalb Tpbg","5"
"SM-GE93P_S073_E1-50","Lamp5","Lamp5 Plch2 Dock5","1"
"SM-GE93P_S078_E1-50","Lamp5","Lamp5 Plch2 Dock5","2/3"
"SM-GE93P_S088_E1-50","Lamp5","Lamp5 Plch2 Dock5","2/3"
"SM-GE93P_S074_E1-50","Lamp5","Lamp5 Plch2 Dock5","5"
"SM-GE93S_S115_E1-50","Vip","Vip Lmo1 Myl1","2/3"
"SM-GE93P_S082_E1-50","Vip","Vip Lmo1 Myl1","2/3"
"SM-GE93S_S141_E1-50","Sst","Sst Hpse Cbln4","5"
"SM-GE93S_S129_E1-50","Sst","Sst Calb2 Pdlim5","5"
"SM-GE93S_S117_E1-50","Sst","Sst Myh8 Etv1 ","5"
"SM-GE93S_S130_E1-50","Sst","Sst Crh 4930553C11Rik ","6"
"SM-GE93S_S131_E1-50","Sst","Sst Esm1","5"
"SM-GE93S_S121_E1-50","Sst","Sst Tac2 Tacstd2","5"
"SM-GE93S_S143_E1-50","Lamp5","Lamp5 Plch2 Dock5","2/3"
"SM-GE93S_S122_E1-50","Sst","Sst Calb2 Pdlim5","5"
"SM-GE93S_S132_E1-50","Lamp5","Lamp5 Lsp1","2/3"
"SM-GE93S_S144_E1-50","Lamp5","Lamp5 Lsp1","1"
"SM-GE93S_S145_E1-50","Vip","Vip Lmo1 Fam159b","5"
"SM-GE93S_S146_E1-50","Lamp5","Lamp5 Lsp1","4"
"SM-GE93S_S176_E1-50","Lamp5","Lamp5 Plch2 Dock5","2/3"
"SM-GE93S_S185_E1-50","Lamp5","Lamp5 Krt73","1"
"SM-GE93S_S179_E1-50","Lamp5","Lamp5 Lsp1","6"
"SM-GE93S_S183_E1-50","Vip","Vip Lmo1 Fam159b","4"
"SM-GE93S_S188_E1-50","Lamp5","Lamp5 Fam19a1 Tmem182","1"
"SM-GE93S_S190_E1-50","Sst","Sst Tac2 Tacstd2","5"
"SM-GE93J_S030_E1-50","Vip","Vip Lmo1 Myl1","2/3"
"SM-GE93J_S023_E1-50","Lamp5","Lamp5 Lsp1","2/3"
"SM-GE93J_S014_E1-50","Vip","Vip Ptprt Pkp2","2/3"
"SM-GE93J_S047_E1-50","Vip","Vip Col15a1 Pde1a","1"
"SM-GE93J_S024_E1-50","Sst","Sst Hpse Cbln4","6"
"SM-GE93J_S048_E1-50","Pvalb","Pvalb Reln Tac1","5"
"SM-GE93J_S019_E1-50","Sst","Sst Tac2 Myh4","5"
"SM-GE93J_S049_E1-50","Lamp5","Lamp5 Lsp1","1"
"SM-GE93J_S017_E1-50","Lamp5","Lamp5 Lsp1","1"
"SM-GE93J_S050_E1-50","Sst","Sst Hpse Sema3c","5"
"SM-GE93J_S059_E1-50","Vip","Vip Pygm C1ql1","4"
"SM-GE93J_S054_E1-50","Vip","Vip Ptprt Pkp2","2/3"
"SM-GE93J_S066_E1-50","Vip","Vip Gpc3 Slc18a3","4"
"SM-GE93J_S069_E1-50","Pvalb","Pvalb Reln Itm2a","5"
"SM-GE93J_S070_E1-50","Pvalb","Pvalb Akr1c18 Ntf3","5"
"SM-GE93J_S051_E1-50","Vip","Vip Chat Htr1f","5"
"SM-GE93J_S063_E1-50","Vip","Vip Lect1 Oxtr","2/3"
"SM-GE93J_S065_E1-50","Vip","Vip Ptprt Pkp2","2/3"
"SM-GE93J_S071_E1-50","Pvalb","Pvalb Reln Itm2a","5"
"SM-GE93J_S072_E1-50","Pvalb","Pvalb Akr1c18 Ntf3","6"
"SM-GE93J_S073_E1-50","Sst","Sst Calb2 Necab1","2/3"
"SM-GE93J_S090_E1-50","Vip","Vip Lmo1 Myl1","5"
"SM-GE93J_S091_E1-50","Vip","Vip Lect1 Oxtr","1"
"SM-GE93J_S081_E1-50","Pvalb","Pvalb Gabrg1","6"
"SM-GE93V_S040_E1-50","Sst","Sst Tac1 Htr1d","2/3"
"SM-GE93V_S034_E1-50","Sst","Sst Nts","6"
"SM-GE93V_S056_E1-50","Sst","Sst Calb2 Necab1","2/3"
"SM-GE93V_S057_E1-50","Sst","Sst Esm1","6"
"SM-GE93V_S054_E1-50","Sst","Sst Rxfp1 Prdm8","5"
"SM-GE93V_S055_E1-50","Sst","Sst Tac1 Tacr3","6"
"SM-GE93V_S051_E1-50","Vip","Vip Pygm C1ql1","2/3"
"SM-GE93V_S037_E1-50","Sncg","Sncg Vip Itih5","2/3"
"SM-GE93V_S031_E1-50","Vip","Vip Pygm C1ql1","1"
"SM-GE93V_S032_E1-50","Vip","Vip Arhgap36 Hmcn1","4"
"SM-GE93V_S038_E1-50","Vip","Vip Lect1 Oxtr","2/3"
"SM-GE93V_S090_E1-50","Sst","Sst Calb2 Necab1","4"
"SM-GE93V_S081_E1-50","Sst","Sst Mme Fam114a1","4"
"SM-GE93V_S091_E1-50","Sst","Sst Hpse Cbln4","4"
"SM-GE93V_S073_E1-50","Sst","Sst Hpse Cbln4","4"
"SM-GE93V_S082_E1-50","Pvalb","Pvalb Tpbg","5"
"SM-GE93V_S092_E1-50","Pvalb","Pvalb Tpbg","4"
"SM-GE93V_S084_E1-50","Pvalb","Pvalb Gabrg1","6"
"SM-GE93V_S094_E1-50","Pvalb","Pvalb Reln Tac1","5"
"SM-GE93V_S089_E1-50","Vip","Vip Crispld2 Kcne4","2/3"
"SM-GE93V_S078_E1-50","Serpinf1","Serpinf1 Clrn1","2/3"
"SM-GE93V_S079_E1-50","Pvalb","Pvalb Gabrg1","5"
"SM-GE93V_S015_E1-50","Vip","Vip Pygm C1ql1","2/3"
"SM-GE93V_S010_E1-50","Vip","Vip Lmo1 Myl1","2/3"
"SM-GE91V_S127_E1-50","Sst","Sst Hpse Cbln4","4"
"SM-GE91V_S135_E1-50","Sst","Sst Calb2 Pdlim5","2/3"
"SM-GE91V_S133_E1-50","Sst","Sst Tac1 Tacr3","2/3"
"SM-GE93V_S009_E1-50","Sst","Sst Hpse Cbln4","5"
"SM-GE91V_S129_E1-50","Sst","Sst Hpse Sema3c","5"
"SM-GE91V_S117_E1-50","Lamp5","Lamp5 Lsp1","2/3"
"SM-GE91V_S118_E1-50","Vip","Vip Pygm C1ql1","2/3"
"SM-GE93V_S019_E1-50","Sst","Sst Hpse Cbln4","5"
"SM-GE93V_S012_E1-50","Lamp5","Lamp5 Lsp1","4"
"SM-GE91V_S132_E1-50","Lamp5","Lamp5 Lsp1","2/3"
"SM-GE91V_S126_E1-50","Sst","Sst Calb2 Necab1","5"
"SM-GE91V_S143_E1-50","Lamp5","Lamp5 Lhx6","2/3"
"SM-GE91V_S152_E1-50","Sncg","Sncg Vip Itih5","6"
"SM-GE91V_S169_E1-50","Serpinf1","Serpinf1 Clrn1","2/3"
"SM-GE91V_S174_E1-50","Vip","Vip Lect1 Oxtr","2/3"
"SM-GE91V_S158_E1-50","Vip","Vip Ptprt Pkp2","4"
"SM-GE91V_S160_E1-50","Pvalb","Pvalb Reln Itm2a","5"
"SM-GE936_S005_E1-50","Vip","Vip Crispld2 Htr2c","2/3"
"SM-GE936_S021_E1-50","Vip","Vip Arhgap36 Hmcn1","6"
"SM-GE936_S023_E1-50","Vip","Vip Pygm C1ql1","2/3"
"SM-GE936_S001_E1-50","Sst","Sst Myh8 Fibin","5"
"SM-GE936_S002_E1-50","Sst","Sst Tac1 Tacr3","2/3"
"SM-GE936_S003_E1-50","Pvalb","Pvalb Reln Itm2a","4"
"SM-GE936_S004_E1-50","Sst","Sst Calb2 Pdlim5","2/3"
"SM-GE936_S056_E1-50","Vip","Vip Ptprt Pkp2","2/3"
"SM-GE936_S048_E1-50","Vip","Vip Lmo1 Fam159b","6"
"SM-GE936_S067_E1-50","Vip","Vip Col15a1 Pde1a","2/3"
"SM-GE936_S035_E1-50","Vip","Vip Lmo1 Myl1","2/3"
"SM-GE936_S068_E1-50","Vip","Vip Lmo1 Myl1","4"
"SM-GE936_S050_E1-50","Pvalb","Pvalb Reln Itm2a","5"
"SM-GE91V_S190_E1-50","Vip","Vip Igfbp6 Car10","2/3"
"SM-GE936_S064_E1-50","Lamp5","Lamp5 Lsp1","2/3"
"SM-GE936_S051_E1-50","Sst","Sst Calb2 Necab1","2/3"
"SM-GE936_S059_E1-50","Lamp5","Lamp5 Lsp1","6"
"SM-GE936_S052_E1-50","Sst","Sst Rxfp1 Prdm8","5"
"SM-GE936_S060_E1-50","Lamp5","Lamp5 Lsp1","6"
"SM-GE936_S069_E1-50","Sst","Sst Calb2 Pdlim5","5"
"SM-GE936_S043_E1-50","Pvalb","Pvalb Reln Itm2a","4"
"SM-GE936_S039_E1-50","Lamp5","Lamp5 Lsp1","2/3"
"SM-GE936_S040_E1-50","Lamp5","Lamp5 Lsp1","2/3"
"SM-GE936_S053_E1-50","Pvalb","Pvalb Reln Tac1","5"
"SM-GE936_S054_E1-50","Lamp5","Lamp5 Lsp1","2/3"
"SM-GE936_S045_E1-50","Pvalb","Pvalb Reln Itm2a","4"
"SM-GE936_S084_E1-50","Pvalb","Pvalb Sema3e Kank4","5"
"SM-GE936_S085_E1-50","Sst","Sst Calb2 Pdlim5","2/3"
"SM-GE936_S076_E1-50","Serpinf1","Serpinf1 Clrn1","4"
"SM-GE936_S087_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GE937_S097_E1-50","Pvalb","Pvalb Reln Itm2a","5"
"SM-GE936_S088_E1-50","Sst","Sst Tac1 Htr1d","4"
"SM-GE936_S079_E1-50","Sst","Sst Mme Fam114a1","5"
"SM-GE937_S098_E1-50","Sst","Sst Hpse Sema3c","4"
"SM-GE936_S080_E1-50","Sst","Sst Tac1 Tacr3","5"
"SM-GE936_S090_E1-50","Sst","Sst Nr2f2 Necab1","5"
"SM-GE937_S103_E1-50","Pvalb","Pvalb Tpbg","2/3"
